"","Date","AgeGroup","Cases","Deaths"
"2305",2021-07-02,"60-100",833219,88255.8
"2306",2021-07-03,"60-100",833263.1,88257.7
"2307",2021-07-04,"60-100",833287,88258.9
"2308",2021-07-05,"60-100",833346.9,88258.7
"2309",2021-07-06,"60-100",833430.8,88262.9
"2310",2021-07-07,"60-100",833511.8,88265.9
"2311",2021-07-08,"60-100",833594.7,88266.8
"2312",2021-07-09,"60-100",833661.6,88273.8
"2313",2021-07-10,"60-100",833716.6,88278.7
"2314",2021-07-11,"60-100",833745.6,88278.7
"2315",2021-07-12,"60-100",833798.8,88281.8
"2316",2021-07-13,"60-100",833923.7,88287.7
"2317",2021-07-14,"60-100",834034.7,88292.8
"2318",2021-07-15,"60-100",834115.6,88293.8
"2319",2021-07-16,"60-100",834207.5,88296.7
"2320",2021-07-17,"60-100",834289.5,88301.7
"2321",2021-07-18,"60-100",834321.4,88303.7
"2322",2021-07-19,"60-100",834406.4,88307.7
"2323",2021-07-20,"60-100",834547.2,88314.8
"2324",2021-07-21,"60-100",834694.9,88319.7
"2325",2021-07-22,"60-100",834819.8,88322.7
"2326",2021-07-23,"60-100",834961.3,88325.7
"2327",2021-07-24,"60-100",835048.2,88333.7
"2328",2021-07-25,"60-100",835089.2,88334.7
"2329",2021-07-26,"60-100",835209.3,88336.7
"2330",2021-07-27,"60-100",835422.5,88343.8
"2331",2021-07-28,"60-100",835651.2,88357.8
"2332",2021-07-29,"60-100",835854.1,88365.7
"2333",2021-07-30,"60-100",836044,88375.7
"2334",2021-07-31,"60-100",836173,88382.7
"2335",2021-08-01,"60-100",836229.9,88387.7
"2336",2021-08-02,"60-100",836368.8,88399.9
"2337",2021-08-03,"60-100",836607.5,88409.6
"2338",2021-08-04,"60-100",836865.2,88417.7
"2339",2021-08-05,"60-100",837080,88430.8
"2340",2021-08-06,"60-100",837325.2,88444.8
"2341",2021-08-07,"60-100",837518.1,88457.7
"2342",2021-08-08,"60-100",837610,88463.8
"2343",2021-08-09,"60-100",837819.8,88475.7
"2344",2021-08-10,"60-100",838192.6,88491.6
"2345",2021-08-11,"60-100",838555.8,88512.7
"2346",2021-08-12,"60-100",838966.6,88535.7
"2347",2021-08-13,"60-100",839326.7,88550.8
"2348",2021-08-14,"60-100",839630.4,88564.8
"2349",2021-08-15,"60-100",839756.3,88573.8
"2350",2021-08-16,"60-100",840059.4,88591.8
"2351",2021-08-17,"60-100",840585.4,88623.8
"2352",2021-08-18,"60-100",841108.3,88661.7
"2353",2021-08-19,"60-100",841560,88689.7
"2354",2021-08-20,"60-100",842086.4,88712.7
"2355",2021-08-21,"60-100",842476,88733.7
"2356",2021-08-22,"60-100",842659.8,88753.8
"2357",2021-08-23,"60-100",843104.5,88795.8
"2358",2021-08-24,"60-100",843909.5,88841.9
"2359",2021-08-25,"60-100",844747.7,88889.7
"2360",2021-08-26,"60-100",845523.4,88932.7
"2361",2021-08-27,"60-100",846208.3,88975.8
"2362",2021-08-28,"60-100",846771.2,89018.8
"2363",2021-08-29,"60-100",847022,89041.9
"2364",2021-08-30,"60-100",847578.3,89084.8
"2365",2021-08-31,"60-100",848616.5,89141.7
"2366",2021-09-01,"60-100",849652.8,89199.8
"2367",2021-09-02,"60-100",850603.5,89257.7
"2368",2021-09-03,"60-100",851539,89308.9
"2369",2021-09-04,"60-100",852269,89356.9
"2370",2021-09-05,"60-100",852587.8,89375.7
"2371",2021-09-06,"60-100",853165.5,89436.8
"2372",2021-09-07,"60-100",854400.1,89509.7
"2373",2021-09-08,"60-100",855540.6,89557.9
"2374",2021-09-09,"60-100",856658,89617.9
"2375",2021-09-10,"60-100",857635.6,89679.7
"2376",2021-09-11,"60-100",858361,89730.7
"2377",2021-09-12,"60-100",858661.9,89751.7
"2378",2021-09-13,"60-100",859347.2,89800.8
"2379",2021-09-14,"60-100",860570.9,89865.8
"2380",2021-09-15,"60-100",861702.8,89940.8
"2381",2021-09-16,"60-100",862645.4,89982.7
"2382",2021-09-17,"60-100",863514.6,90029.7
"2383",2021-09-18,"60-100",864179.6,90062.8
"2384",2021-09-19,"60-100",864447.5,90081.7
"2385",2021-09-20,"60-100",865029.6,90136.8
"2386",2021-09-21,"60-100",866053.2,90188.7
"2387",2021-09-22,"60-100",867079.3,90236.6
"2388",2021-09-23,"60-100",867998.8,90284.8
"2389",2021-09-24,"60-100",868841.5,90338.7
"2390",2021-09-25,"60-100",869500.5,90379.7
"2391",2021-09-26,"60-100",869772.3,90402.7
"2392",2021-09-27,"60-100",870419.2,90461.7
"2393",2021-09-28,"60-100",871743.6,90513.8
"2394",2021-09-29,"60-100",873011.3,90583.8
"2395",2021-09-30,"60-100",874026.3,90639.7
"2396",2021-10-01,"60-100",875017,90699.8
"2397",2021-10-02,"60-100",875716.8,90743.8
"2398",2021-10-03,"60-100",876006.7,90766.8
"2399",2021-10-04,"60-100",876686,90819.8
"2400",2021-10-05,"60-100",878163.9,90904.7
"2401",2021-10-06,"60-100",879525.2,90988.6
"2402",2021-10-07,"60-100",880813.2,91064.9
"2403",2021-10-08,"60-100",881975,91127.8
"2404",2021-10-09,"60-100",882904.8,91170.6
"2405",2021-10-10,"60-100",883276.8,91202.8
"2406",2021-10-11,"60-100",884055.9,91276.7
"2407",2021-10-12,"60-100",885689.9,91367.7
"2408",2021-10-13,"60-100",887248.1,91450.7
"2409",2021-10-14,"60-100",888696.2,91530.8
"2410",2021-10-15,"60-100",890258.5,91626.7
"2411",2021-10-16,"60-100",891430.3,91681.8
"2412",2021-10-17,"60-100",891929.3,91724.7
"2413",2021-10-18,"60-100",893311.4,91855.7
"2414",2021-10-19,"60-100",895994.8,92026.7
"2415",2021-10-20,"60-100",898591.8,92166.7
"2416",2021-10-21,"60-100",901202,92343.7
"2417",2021-10-22,"60-100",903745.1,92503.8
"2418",2021-10-23,"60-100",905871.9,92632.7
"2419",2021-10-24,"60-100",906608,92683.7
"2420",2021-10-25,"60-100",908475.2,92829.7
"2421",2021-10-26,"60-100",912204.9,93009.7
"2422",2021-10-27,"60-100",916347.2,93208.6
"2423",2021-10-28,"60-100",920265.8,93415.8
"2424",2021-10-29,"60-100",924016.6,93603.7
"2425",2021-10-30,"60-100",926852.2,93734.7
"2426",2021-10-31,"60-100",928149,93832.7
"2427",2021-11-01,"60-100",930125.3,93974.9
"2428",2021-11-02,"60-100",934345.6,94251.7
"2429",2021-11-03,"60-100",940514.2,94554.6
"2430",2021-11-04,"60-100",946563.4,94834.9
"2431",2021-11-05,"60-100",952153.2,95097.8
"2432",2021-11-06,"60-100",956207.8,95261.7
"2433",2021-11-07,"60-100",958190.9,95380.7
"2434",2021-11-08,"60-100",961960,95660.9
"2435",2021-11-09,"60-100",969175,96034.7
"2436",2021-11-10,"60-100",977015,96366.6
"2437",2021-11-11,"60-100",984891.2,96756.7
"2438",2021-11-12,"60-100",992259.3,97071.9
"2439",2021-11-13,"60-100",997755.6,97315.6
"2440",2021-11-14,"60-100",1000989.4,97484.7
"2441",2021-11-15,"60-100",1006388.2,97801.6
"2442",2021-11-16,"60-100",1016164.2,98236.7
"2443",2021-11-17,"60-100",1026212,98654.6
"2444",2021-11-18,"60-100",1036337.1,99107.7
"2445",2021-11-19,"60-100",1046191,99538.7
"2446",2021-11-20,"60-100",1053060.9,99772.6
"2447",2021-11-21,"60-100",1057022.2,99967.7
"2448",2021-11-22,"60-100",1064512.2,100397.6
"2449",2021-11-23,"60-100",1076128.9,100903.7
"2450",2021-11-24,"60-100",1088201.1,101381.6
"2451",2021-11-25,"60-100",1099484.5,101821.6
"2452",2021-11-26,"60-100",1109536.7,102258.6
"2453",2021-11-27,"60-100",1116717.9,102593.7
"2454",2021-11-28,"60-100",1120680.2,102759.6
"2455",2021-11-29,"60-100",1127515.6,103147.6
"2456",2021-11-30,"60-100",1138243.7,103607.7
"2457",2021-12-01,"60-100",1149532.1,104058.7
"2458",2021-12-02,"60-100",1159751.1,104488.6
"2459",2021-12-03,"60-100",1169097,104872.6
"2460",2021-12-04,"60-100",1175699.6,105163.6
"2461",2021-12-05,"60-100",1179263.8,105354.6
"2462",2021-12-06,"60-100",1185672.9,105713.6
"2463",2021-12-07,"60-100",1195477.8,106122.7
"2464",2021-12-08,"60-100",1205461.9,106532.6
"2465",2021-12-09,"60-100",1213971.8,106892.6
"2466",2021-12-10,"60-100",1221396.9,107253.6
"2467",2021-12-11,"60-100",1226504.1,107515.7
"2468",2021-12-12,"60-100",1228741.3,107642.5
"2469",2021-12-13,"60-100",1233159.7,107917.7
"2470",2021-12-14,"60-100",1241268.6,108282.7
"2471",2021-12-15,"60-100",1248500.3,108625.7
"2472",2021-12-16,"60-100",1254711,108915.6
"2473",2021-12-17,"60-100",1260402.9,109198.6
"2474",2021-12-18,"60-100",1264218.4,109357.7
"2475",2021-12-19,"60-100",1265822.6,109458.7
"2476",2021-12-20,"60-100",1269263.2,109666.6
"2477",2021-12-21,"60-100",1275398.8,109931.6
"2478",2021-12-22,"60-100",1280765.6,110162.7
"2479",2021-12-23,"60-100",1285226.2,110359.6
"2480",2021-12-24,"60-100",1287842.1,110476.5
"2481",2021-12-25,"60-100",1289042.1,110551.6
"2482",2021-12-26,"60-100",1290248.7,110625.7
"2483",2021-12-27,"60-100",1293145.6,110786.6
"2484",2021-12-28,"60-100",1298367.8,110992.5
"2485",2021-12-29,"60-100",1303519.7,111174.6
"2486",2021-12-30,"60-100",1308762.5,111355.6
"2487",2021-12-31,"60-100",1312407.3,111459.6
"2488",2022-01-01,"60-100",1314013.3,111507.7
"2489",2022-01-02,"60-100",1315543.4,111567.6
"2490",2022-01-03,"60-100",1319385.2,111713.6
"2491",2022-01-04,"60-100",1326337.1,111890.8
"2492",2022-01-05,"60-100",1332818.2,112030.7
"2493",2022-01-06,"60-100",1338068.2,112141.7
"2494",2022-01-07,"60-100",1343159,112248.7
"2495",2022-01-08,"60-100",1346625.4,112307.7
"2496",2022-01-09,"60-100",1348524.7,112346.5
"2497",2022-01-10,"60-100",1352652.1,112436.5
"2498",2022-01-11,"60-100",1359111.3,112544.7
"2499",2022-01-12,"60-100",1365976.7,112647.6
"2500",2022-01-13,"60-100",1372435.4,112751.7
"2501",2022-01-14,"60-100",1378560.1,112851.5
"2502",2022-01-15,"60-100",1383014.6,112926.6
"2503",2022-01-16,"60-100",1385643.6,112973.7
"2504",2022-01-17,"60-100",1391701.8,113107.6
"2505",2022-01-18,"60-100",1400843.4,113221.6
"2506",2022-01-19,"60-100",1410844.5,113334.7
"2507",2022-01-20,"60-100",1421060.1,113466.6
"2508",2022-01-21,"60-100",1431631,113595.5
"2509",2022-01-22,"60-100",1439081.2,113687.6
"2510",2022-01-23,"60-100",1443653.5,113760.7
"2511",2022-01-24,"60-100",1453692,113909.5
"2512",2022-01-25,"60-100",1467720.3,114083.6
"2513",2022-01-26,"60-100",1481979.1,114248.7
"2514",2022-01-27,"60-100",1496653.1,114412.5
"2515",2022-01-28,"60-100",1510941.1,114580.6
"2516",2022-01-29,"60-100",1520974.4,114718.5
"2517",2022-01-30,"60-100",1526879,114798.6
"2518",2022-01-31,"60-100",1539151.3,114996.6
"2519",2022-02-01,"60-100",1557861.8,115232.6
"2520",2022-02-02,"60-100",1577715.4,115480.7
"2521",2022-02-03,"60-100",1597835.6,115713.6
"2522",2022-02-04,"60-100",1616438.4,115924.7
"2523",2022-02-05,"60-100",1628982,116074.6
"2524",2022-02-06,"60-100",1636572.1,116174.6
"2525",2022-02-07,"60-100",1652485.7,116408.6
"2526",2022-02-08,"60-100",1676132.8,116692.8
"2527",2022-02-09,"60-100",1700596.9,116958.7
"2528",2022-02-10,"60-100",1723495.4,117246.6
"2529",2022-02-11,"60-100",1745092.1,117477.5
"2530",2022-02-12,"60-100",1758257.1,117635.7
"2531",2022-02-13,"60-100",1765902,117744.6
"2532",2022-02-14,"60-100",1782472.6,117974.7
"2533",2022-02-15,"60-100",1807117.9,118243.5
"2534",2022-02-16,"60-100",1832608.9,118545.5
"2535",2022-02-17,"60-100",1856078.8,118855.6
"2536",2022-02-18,"60-100",1876990.5,119088.5
"2537",2022-02-19,"60-100",1891446.8,119266.5
"2538",2022-02-20,"60-100",1898965,119364.5
"2539",2022-02-21,"60-100",1914886.8,119597.5
"2540",2022-02-22,"60-100",1940541,119866.5
"2541",2022-02-23,"60-100",1966634.3,120144.5
"2542",2022-02-24,"60-100",1990648.1,120391.5
"2543",2022-02-25,"60-100",2013236.3,120634.6
"2544",2022-02-26,"60-100",2027667.9,120775.6
"2545",2022-02-27,"60-100",2034638.7,120859.6
"2546",2022-02-28,"60-100",2050454.1,121060.7
"2547",2022-03-01,"60-100",2074760.3,121335.5
"2548",2022-03-02,"60-100",2101202.1,121602.5
"2549",2022-03-03,"60-100",2127174.9,121865.6
"2550",2022-03-04,"60-100",2151438.5,122093.5
"2551",2022-03-05,"60-100",2167087.2,122221.6
"2552",2022-03-06,"60-100",2176747.4,122332.6
"2553",2022-03-07,"60-100",2197052.7,122593.6
"2554",2022-03-08,"60-100",2228325.6,122858.6
"2555",2022-03-09,"60-100",2263281.1,123143.5
"2556",2022-03-10,"60-100",2296761.5,123406.6
"2557",2022-03-11,"60-100",2329049.8,123708.5
"2558",2022-03-12,"60-100",2351125.9,123865.6
"2559",2022-03-13,"60-100",2363235.2,123959.6
"2560",2022-03-14,"60-100",2391261.1,124215.7
"2561",2022-03-15,"60-100",2431105.4,124535.6
"2562",2022-03-16,"60-100",2475774,124876.6
"2563",2022-03-17,"60-100",2518677.9,125211.6
"2564",2022-03-18,"60-100",2557252.7,125482.6
"2565",2022-03-19,"60-100",2579330.7,125635.5
"2566",2022-03-20,"60-100",2592450.3,125723.5
"2567",2022-03-21,"60-100",2627774.8,126014.5
"2568",2022-03-22,"60-100",2672632.7,126328.5
"2569",2022-03-23,"60-100",2719144.5,126616.5
"2570",2022-03-24,"60-100",2762875.5,126886.5
"2571",2022-03-25,"60-100",2800694.5,127149.5
"2572",2022-03-26,"60-100",2823265.2,127293.5
"2573",2022-03-27,"60-100",2834292.2,127398.5
"2574",2022-03-28,"60-100",2866169.1,127626.6
"2575",2022-03-29,"60-100",2909460.1,127883.6
"2576",2022-03-30,"60-100",2952300.1,128147.5
"2577",2022-03-31,"60-100",2989796.3,128388.5
"2578",2022-04-01,"60-100",3020323,128614.4
"2579",2022-04-02,"60-100",3036204.5,128714.5
"2580",2022-04-03,"60-100",3043497.5,128770.5
"2581",2022-04-04,"60-100",3068123.9,128992.5
"2582",2022-04-05,"60-100",3101627.3,129229.5
"2583",2022-04-06,"60-100",3132622.5,129443.5
"2584",2022-04-07,"60-100",3159546.6,129643.6
"2585",2022-04-08,"60-100",3183259.8,129800.5
"2586",2022-04-09,"60-100",3196287.6,129877.5
"2587",2022-04-10,"60-100",3203206.8,129928.4
"2588",2022-04-11,"60-100",3226305.4,130121.5
"2589",2022-04-12,"60-100",3257285.7,130301.5
"2590",2022-04-13,"60-100",3284786.7,130461.4
"2591",2022-04-14,"60-100",3310663.2,130636.5
"2592",2022-04-15,"60-100",3321139.6,130696.5
"2593",2022-04-16,"60-100",3329925.9,130753.5
"2594",2022-04-17,"60-100",3335364.1,130802.5
"2595",2022-04-18,"60-100",3341156.5,130860.5
"2596",2022-04-19,"60-100",3367448.6,131064.5
"2597",2022-04-20,"60-100",3398633.1,131232.4
"2598",2022-04-21,"60-100",3426172.4,131364.6
"2599",2022-04-22,"60-100",3447436.8,131459.6
"2600",2022-04-23,"60-100",3457313.9,131502.5
"2601",2022-04-24,"60-100",3461783.1,131526.5
"2602",2022-04-25,"60-100",3482035,131685.5
"2603",2022-04-26,"60-100",3506203.9,131803.5
"2604",2022-04-27,"60-100",3526913.4,131923.6
"2605",2022-04-28,"60-100",3543765.4,132017.5
"2606",2022-04-29,"60-100",3558299,132090.5
"2607",2022-04-30,"60-100",3564501,132121.6
"2608",2022-05-01,"60-100",3567155.7,132137.4
"2609",2022-05-02,"60-100",3582639.2,132255.5
"2610",2022-05-03,"60-100",3601128.2,132349.5
"2611",2022-05-04,"60-100",3616900.8,132430.6
"2612",2022-05-05,"60-100",3630622.3,132502.6
"2613",2022-05-06,"60-100",3642128.8,132563.4
"2614",2022-05-07,"60-100",3646855.2,132583.5
"2615",2022-05-08,"60-100",3648954.8,132603.6
"2616",2022-05-09,"60-100",3663454.2,132677.5
"2617",2022-05-10,"60-100",3679055.8,132763.5
"2618",2022-05-11,"60-100",3692123.5,132822.5
"2619",2022-05-12,"60-100",3703432.1,132886.4
"2620",2022-05-13,"60-100",3713295.3,132942.5
"2621",2022-05-14,"60-100",3716775.5,132960.5
"2622",2022-05-15,"60-100",3718374,132966.5
"2623",2022-05-16,"60-100",3729818.1,133037.5
"2624",2022-05-17,"60-100",3741776.6,133097.4
"2625",2022-05-18,"60-100",3751566.1,133158.4
"2626",2022-05-19,"60-100",3759237.6,133200.4
"2627",2022-05-20,"60-100",3766371.5,133230.4
"2628",2022-05-21,"60-100",3768826.4,133249.3
"2629",2022-05-22,"60-100",3770001.9,133256.3
"2630",2022-05-23,"60-100",3778590.8,133327.2
"2631",2022-05-24,"60-100",3787041.5,133369.4
"2632",2022-05-25,"60-100",3793416.4,133398.4
"2633",2022-05-26,"60-100",3794795.4,133403.4
"2634",2022-05-27,"60-100",3800653.2,133424.4
"2635",2022-05-28,"60-100",3802522.2,133429.4
"2636",2022-05-29,"60-100",3803604.4,133436.4
"2637",2022-05-30,"60-100",3811821.4,133477.4
"2638",2022-05-31,"60-100",3820413.9,133521.3
"2639",2022-06-01,"60-100",3828072.5,133558.3
"2640",2022-06-02,"60-100",3835359,133587.4
"2641",2022-06-03,"60-100",3842406.6,133614.2
"2642",2022-06-04,"60-100",3844741,133619.3
"2643",2022-06-05,"60-100",3846016.3,133632.4
"2644",2022-06-06,"60-100",3847666,133641.4
"2645",2022-06-07,"60-100",3860472.7,133709.4
"2646",2022-06-08,"60-100",3874204.8,133758.3
"2647",2022-06-09,"60-100",3885938.5,133794.3
"2648",2022-06-10,"60-100",3896519.2,133843.4
"2649",2022-06-11,"60-100",3899809.1,133853.3
"2650",2022-06-12,"60-100",3901753.8,133864.4
"2651",2022-06-13,"60-100",3916489.2,133934.4
"2652",2022-06-14,"60-100",3932352.4,133998.4
"2653",2022-06-15,"60-100",3946331.3,134059.2
"2654",2022-06-16,"60-100",3952680,134085.4
"2655",2022-06-17,"60-100",3966287.1,134148.4
"2656",2022-06-18,"60-100",3970327.5,134161.4
"2657",2022-06-19,"60-100",3972558.7,134173.4
"2658",2022-06-20,"60-100",3991415.9,134285.4
"2659",2022-06-21,"60-100",4012587.2,134353.3
"2660",2022-06-22,"60-100",4032137.5,134418.4
"2661",2022-06-23,"60-100",4049613.5,134491.3
"2662",2022-06-24,"60-100",4065280.2,134570.4
"2663",2022-06-25,"60-100",4070119.7,134603.4
"2664",2022-06-26,"60-100",4072706.8,134622.4
"2665",2022-06-27,"60-100",4093794,134728.4
"2666",2022-06-28,"60-100",4118689.9,134832.4
"2667",2022-06-29,"60-100",4141136.4,134919.2
"2668",2022-06-30,"60-100",4161060.9,134987.4
"2669",2022-07-01,"60-100",4178890.1,135050.4
"2670",2022-07-02,"60-100",4183349.1,135063.4
"2671",2022-07-03,"60-100",4185908.7,135075.4
"2672",2022-07-04,"60-100",4208842.1,135179.4
"2673",2022-07-05,"60-100",4233700.1,135278.4
"2674",2022-07-06,"60-100",4257367,135376.2
"2675",2022-07-07,"60-100",4277607,135446.3
"2676",2022-07-08,"60-100",4295335.3,135517.3
"2677",2022-07-09,"60-100",4300034.6,135546.4
"2678",2022-07-10,"60-100",4302698.2,135563.4
"2679",2022-07-11,"60-100",4327922.2,135702.3
"2680",2022-07-12,"60-100",4355416.9,135834.3
"2681",2022-07-13,"60-100",4381644.1,135933.4
"2682",2022-07-14,"60-100",4404465,136036.3
"2683",2022-07-15,"60-100",4426621.6,136134.4
"2684",2022-07-16,"60-100",4431760.4,136155.3
"2685",2022-07-17,"60-100",4434382,136176.3
"2686",2022-07-18,"60-100",4461685.9,136330.4
"2687",2022-07-19,"60-100",4490613.8,136442.3
"2688",2022-07-20,"60-100",4515595.5,136563.4
"2689",2022-07-21,"60-100",4537317.7,136686.4
"2690",2022-07-22,"60-100",4556882.7,136772.3
"2691",2022-07-23,"60-100",4561854.6,136787.3
"2692",2022-07-24,"60-100",4564465.8,136812.3
"2693",2022-07-25,"60-100",4591168.1,136975.3
"2694",2022-07-26,"60-100",4616526.9,137061.4
"2695",2022-07-27,"60-100",4637277.4,137133.3
"2696",2022-07-28,"60-100",4653687.6,137194.5
"2697",2022-07-29,"60-100",4667358.7,137250.3
"2698",2022-07-30,"60-100",4670732.6,137260.4
"2699",2022-07-31,"60-100",4672425.6,137268.2
"2700",2022-08-01,"60-100",4691210.7,137346.3
"2701",2022-08-02,"60-100",4709867.7,137377.3
"2702",2022-08-03,"60-100",4725267.8,137396.4
"2703",2022-08-04,"60-100",4737985,137424.4
"2704",2022-08-05,"60-100",4749356.8,137440.4
"2705",2022-08-06,"60-100",4752310.2,137444.3
"2706",2022-08-07,"60-100",4753829,137447.4
"2707",2022-08-08,"60-100",4768966.3,137461.3
"2708",2022-08-09,"60-100",4783612.8,137469.3
"2709",2022-08-10,"60-100",4792762.1,137471.4
