"","Date","AgeGroup","Cases","Deaths"
"1219",2020-12-31,"20-60",1112184.9,1832
"1220",2021-01-01,"20-60",1118300.5,1844.1
"1221",2021-01-02,"20-60",1124009.6,1863.7
"1222",2021-01-03,"20-60",1129130.3,1877.8
"1223",2021-01-04,"20-60",1137795.2,1898.6
"1224",2021-01-05,"20-60",1154980.5,1922.6
"1225",2021-01-06,"20-60",1172392.1,1955.4
"1226",2021-01-07,"20-60",1188248.9,1985.5
"1227",2021-01-08,"20-60",1202689.6,2011.4
"1228",2021-01-09,"20-60",1212662.4,2029.4
"1229",2021-01-10,"20-60",1217615.6,2036.3
"1230",2021-01-11,"20-60",1225651.4,2061.3
"1231",2021-01-12,"20-60",1239579.4,2083.3
"1232",2021-01-13,"20-60",1254308.2,2104.2
"1233",2021-01-14,"20-60",1266257.2,2122.2
"1234",2021-01-15,"20-60",1276991,2138.3
"1235",2021-01-16,"20-60",1284785.2,2151.3
"1236",2021-01-17,"20-60",1288479,2163.2
"1237",2021-01-18,"20-60",1293749.7,2180.1
"1238",2021-01-19,"20-60",1304955.9,2198.1
"1239",2021-01-20,"20-60",1316793.7,2216
"1240",2021-01-21,"20-60",1326535.5,2232
"1241",2021-01-22,"20-60",1335350.2,2258
"1242",2021-01-23,"20-60",1342047.3,2271
"1243",2021-01-24,"20-60",1344988.7,2279
"1244",2021-01-25,"20-60",1348839.9,2290.9
"1245",2021-01-26,"20-60",1358317.1,2302.9
"1246",2021-01-27,"20-60",1367796.3,2327.9
"1247",2021-01-28,"20-60",1375795.3,2345.9
"1248",2021-01-29,"20-60",1383173.8,2356.8
"1249",2021-01-30,"20-60",1389107,2369.8
"1250",2021-01-31,"20-60",1391539.7,2373.9
"1251",2021-02-01,"20-60",1394912.7,2384.8
"1252",2021-02-02,"20-60",1402570.5,2396.7
"1253",2021-02-03,"20-60",1410699,2414.7
"1254",2021-02-04,"20-60",1417557.8,2432.6
"1255",2021-02-05,"20-60",1423392.7,2445.6
"1256",2021-02-06,"20-60",1428452.4,2451.5
"1257",2021-02-07,"20-60",1430309.3,2452.5
"1258",2021-02-08,"20-60",1432780.5,2460.7
"1259",2021-02-09,"20-60",1438519.6,2473.6
"1260",2021-02-10,"20-60",1444878.3,2488.5
"1261",2021-02-11,"20-60",1450686.3,2499.3
"1262",2021-02-12,"20-60",1455905.3,2512
"1263",2021-02-13,"20-60",1459221.8,2521.1
"1264",2021-02-14,"20-60",1461503.9,2524.1
"1265",2021-02-15,"20-60",1464128.4,2535.1
"1266",2021-02-16,"20-60",1469959.5,2545
"1267",2021-02-17,"20-60",1476270.9,2557
"1268",2021-02-18,"20-60",1482076.2,2567
"1269",2021-02-19,"20-60",1487569.5,2578
"1270",2021-02-20,"20-60",1492385.6,2583.9
"1271",2021-02-21,"20-60",1494180.9,2588
"1272",2021-02-22,"20-60",1496883.5,2595
"1273",2021-02-23,"20-60",1503482.2,2606
"1274",2021-02-24,"20-60",1510693.2,2623
"1275",2021-02-25,"20-60",1516937.4,2632.9
"1276",2021-02-26,"20-60",1522807.3,2644.9
"1277",2021-02-27,"20-60",1527599.5,2651.9
"1278",2021-02-28,"20-60",1529701.7,2657.7
"1279",2021-03-01,"20-60",1532563.2,2663.6
"1280",2021-03-02,"20-60",1539597.4,2681.8
"1281",2021-03-03,"20-60",1546802.3,2690.6
"1282",2021-03-04,"20-60",1553201.5,2698.7
"1283",2021-03-05,"20-60",1559113.4,2713.6
"1284",2021-03-06,"20-60",1564315.3,2728.4
"1285",2021-03-07,"20-60",1566308.6,2732.5
"1286",2021-03-08,"20-60",1569252.2,2743.4
"1287",2021-03-09,"20-60",1576638.5,2758.3
"1288",2021-03-10,"20-60",1585734.5,2784.3
"1289",2021-03-11,"20-60",1594044.9,2802.5
"1290",2021-03-12,"20-60",1601987.2,2821.2
"1291",2021-03-13,"20-60",1608508.2,2833.2
"1292",2021-03-14,"20-60",1611442.1,2840.3
"1293",2021-03-15,"20-60",1615712,2848.2
"1294",2021-03-16,"20-60",1625895,2878.3
"1295",2021-03-17,"20-60",1637585.2,2902.1
"1296",2021-03-18,"20-60",1648179.2,2922
"1297",2021-03-19,"20-60",1657800.1,2943.1
"1298",2021-03-20,"20-60",1665897.1,2955
"1299",2021-03-21,"20-60",1669523.1,2962.9
"1300",2021-03-22,"20-60",1674919.2,2973.9
"1301",2021-03-23,"20-60",1687118.2,3007.9
"1302",2021-03-24,"20-60",1701364.9,3037.7
"1303",2021-03-25,"20-60",1714913.5,3066.9
"1304",2021-03-26,"20-60",1727304.7,3089.7
"1305",2021-03-27,"20-60",1736801,3108.7
"1306",2021-03-28,"20-60",1741467.5,3119.8
"1307",2021-03-29,"20-60",1748344.3,3140.7
"1308",2021-03-30,"20-60",1761647.3,3165.7
"1309",2021-03-31,"20-60",1777128.2,3199.6
"1310",2021-04-01,"20-60",1790858.8,3225.4
"1311",2021-04-02,"20-60",1800628.3,3244.4
"1312",2021-04-03,"20-60",1807271.6,3258.5
"1313",2021-04-04,"20-60",1811872.7,3270.5
"1314",2021-04-05,"20-60",1816277.9,3282.4
"1315",2021-04-06,"20-60",1823742.9,3310.3
"1316",2021-04-07,"20-60",1839739,3347.2
"1317",2021-04-08,"20-60",1856868.1,3376.1
"1318",2021-04-09,"20-60",1872132.3,3405
"1319",2021-04-10,"20-60",1883641.7,3425.1
"1320",2021-04-11,"20-60",1889336.3,3439.1
"1321",2021-04-12,"20-60",1897138.3,3467
"1322",2021-04-13,"20-60",1914366,3491.1
"1323",2021-04-14,"20-60",1932593.4,3519.9
"1324",2021-04-15,"20-60",1948245,3544.9
"1325",2021-04-16,"20-60",1962635.1,3581.7
"1326",2021-04-17,"20-60",1973707.4,3610.7
"1327",2021-04-18,"20-60",1979171.2,3619.7
"1328",2021-04-19,"20-60",1986766.4,3639.5
"1329",2021-04-20,"20-60",2004383,3670.6
"1330",2021-04-21,"20-60",2022554.1,3713.2
"1331",2021-04-22,"20-60",2038220.9,3756.7
"1332",2021-04-23,"20-60",2052179,3791.6
"1333",2021-04-24,"20-60",2063058.4,3810.6
"1334",2021-04-25,"20-60",2068375.8,3821.6
"1335",2021-04-26,"20-60",2075937.3,3839.6
"1336",2021-04-27,"20-60",2092294.6,3870.6
"1337",2021-04-28,"20-60",2108160.6,3888.7
"1338",2021-04-29,"20-60",2121476,3914.5
"1339",2021-04-30,"20-60",2133253.6,3934.6
"1340",2021-05-01,"20-60",2142521.4,3955.5
"1341",2021-05-02,"20-60",2146602.4,3967.3
"1342",2021-05-03,"20-60",2152302.5,3982.3
"1343",2021-05-04,"20-60",2165530.5,4007.3
"1344",2021-05-05,"20-60",2178597,4029.2
"1345",2021-05-06,"20-60",2189166.1,4043.2
"1346",2021-05-07,"20-60",2198608.8,4054.2
"1347",2021-05-08,"20-60",2205903.9,4068.3
"1348",2021-05-09,"20-60",2209190.8,4076.3
"1349",2021-05-10,"20-60",2213745,4093.2
"1350",2021-05-11,"20-60",2224284.4,4112.2
"1351",2021-05-12,"20-60",2234237,4125.2
"1352",2021-05-13,"20-60",2239992.4,4134.1
"1353",2021-05-14,"20-60",2244604.6,4137.2
"1354",2021-05-15,"20-60",2249836.3,4144
"1355",2021-05-16,"20-60",2252451.4,4148
"1356",2021-05-17,"20-60",2255653.7,4156.9
"1357",2021-05-18,"20-60",2263273.2,4166.9
"1358",2021-05-19,"20-60",2269981.3,4169.8
"1359",2021-05-20,"20-60",2274942.8,4173.9
"1360",2021-05-21,"20-60",2279249.5,4179.8
"1361",2021-05-22,"20-60",2282677.6,4186.7
"1362",2021-05-23,"20-60",2283906.8,4190.8
"1363",2021-05-24,"20-60",2284979.7,4192.9
"1364",2021-05-25,"20-60",2287226,4195.8
"1365",2021-05-26,"20-60",2291740.2,4202.7
"1366",2021-05-27,"20-60",2295874.3,4204.7
"1367",2021-05-28,"20-60",2298958.8,4205.7
"1368",2021-05-29,"20-60",2301135.5,4208.7
"1369",2021-05-30,"20-60",2302086.7,4210.7
"1370",2021-05-31,"20-60",2303567.5,4217.7
"1371",2021-06-01,"20-60",2306638.7,4221.8
"1372",2021-06-02,"20-60",2309190.9,4225.7
"1373",2021-06-03,"20-60",2310814.8,4227.8
"1374",2021-06-04,"20-60",2312146.6,4227.8
"1375",2021-06-05,"20-60",2313589.4,4229.7
"1376",2021-06-06,"20-60",2314303.5,4233.7
"1377",2021-06-07,"20-60",2315221.9,4233.8
"1378",2021-06-08,"20-60",2317217.4,4235.8
"1379",2021-06-09,"20-60",2318899.3,4237.8
"1380",2021-06-10,"20-60",2320168.7,4240.7
"1381",2021-06-11,"20-60",2321222.9,4243.8
"1382",2021-06-12,"20-60",2321964.1,4244.8
"1383",2021-06-13,"20-60",2322241.9,4246.7
"1384",2021-06-14,"20-60",2322768.4,4249.7
"1385",2021-06-15,"20-60",2323768.1,4252.7
"1386",2021-06-16,"20-60",2324577.2,4253.8
"1387",2021-06-17,"20-60",2325220.7,4254.7
"1388",2021-06-18,"20-60",2325828.8,4254.7
"1389",2021-06-19,"20-60",2326254.4,4254.7
"1390",2021-06-20,"20-60",2326438,4254.7
"1391",2021-06-21,"20-60",2326767.8,4254.7
"1392",2021-06-22,"20-60",2327387.9,4255.8
"1393",2021-06-23,"20-60",2327915.5,4255.7
"1394",2021-06-24,"20-60",2328383.5,4257.6
"1395",2021-06-25,"20-60",2328835.5,4258.6
"1396",2021-06-26,"20-60",2329127.2,4258.6
"1397",2021-06-27,"20-60",2329276.8,4258.7
"1398",2021-06-28,"20-60",2329600.7,4258.7
"1399",2021-06-29,"20-60",2330172.2,4259.6
"1400",2021-06-30,"20-60",2330727.9,4259.6
"1401",2021-07-01,"20-60",2331190.8,4260.7
"1402",2021-07-02,"20-60",2331630.8,4260.7
"1403",2021-07-03,"20-60",2331983.2,4260.7
"1404",2021-07-04,"20-60",2332124.7,4261.7
"1405",2021-07-05,"20-60",2332516.1,4263.6
"1406",2021-07-06,"20-60",2333284.3,4264.7
"1407",2021-07-07,"20-60",2333951.1,4264.7
"1408",2021-07-08,"20-60",2334622.3,4265.7
"1409",2021-07-09,"20-60",2335312.5,4265.7
"1410",2021-07-10,"20-60",2335897,4266.7
"1411",2021-07-11,"20-60",2336124.3,4266.7
"1412",2021-07-12,"20-60",2336726.3,4267.6
"1413",2021-07-13,"20-60",2337994.8,4267.7
"1414",2021-07-14,"20-60",2339187.2,4268.7
"1415",2021-07-15,"20-60",2340291,4269.8
"1416",2021-07-16,"20-60",2341463.7,4269.8
"1417",2021-07-17,"20-60",2342379.3,4269.8
"1418",2021-07-18,"20-60",2342753.1,4270.7
"1419",2021-07-19,"20-60",2343843.1,4270.7
"1420",2021-07-20,"20-60",2345551.3,4272.7
"1421",2021-07-21,"20-60",2347242,4274.7
"1422",2021-07-22,"20-60",2348841.7,4276.7
"1423",2021-07-23,"20-60",2350312.7,4277.7
"1424",2021-07-24,"20-60",2351433,4279.7
"1425",2021-07-25,"20-60",2351886.8,4279.7
"1426",2021-07-26,"20-60",2353027.1,4282.7
"1427",2021-07-27,"20-60",2355202.4,4282.7
"1428",2021-07-28,"20-60",2357167.6,4288.7
"1429",2021-07-29,"20-60",2358977.6,4290.7
"1430",2021-07-30,"20-60",2360725.4,4294.6
"1431",2021-07-31,"20-60",2362093.7,4296.6
"1432",2021-08-01,"20-60",2362637,4297.6
"1433",2021-08-02,"20-60",2364104.6,4297.6
"1434",2021-08-03,"20-60",2366681.1,4299.6
"1435",2021-08-04,"20-60",2369116.7,4302.6
"1436",2021-08-05,"20-60",2371503.6,4305.6
"1437",2021-08-06,"20-60",2373806.9,4309.6
"1438",2021-08-07,"20-60",2375617.2,4310.6
"1439",2021-08-08,"20-60",2376344.3,4310.6
"1440",2021-08-09,"20-60",2378274.2,4316.6
"1441",2021-08-10,"20-60",2382011.3,4324.7
"1442",2021-08-11,"20-60",2385772.9,4326.7
"1443",2021-08-12,"20-60",2389337.4,4331.7
"1444",2021-08-13,"20-60",2393151.1,4334.6
"1445",2021-08-14,"20-60",2396098.7,4340.6
"1446",2021-08-15,"20-60",2397454.3,4344.6
"1447",2021-08-16,"20-60",2400428.4,4349.7
"1448",2021-08-17,"20-60",2406346.8,4354.7
"1449",2021-08-18,"20-60",2411827.6,4361.6
"1450",2021-08-19,"20-60",2416748.5,4369.6
"1451",2021-08-20,"20-60",2421560.4,4380.6
"1452",2021-08-21,"20-60",2425429.5,4386.5
"1453",2021-08-22,"20-60",2427262.1,4387.5
"1454",2021-08-23,"20-60",2431304,4393.5
"1455",2021-08-24,"20-60",2439214.7,4404.3
"1456",2021-08-25,"20-60",2446567,4415.3
"1457",2021-08-26,"20-60",2453218.9,4423.3
"1458",2021-08-27,"20-60",2459020.3,4433.2
"1459",2021-08-28,"20-60",2463832.6,4443.2
"1460",2021-08-29,"20-60",2466006.6,4449.3
"1461",2021-08-30,"20-60",2470044.5,4459.2
"1462",2021-08-31,"20-60",2478244.7,4479.3
"1463",2021-09-01,"20-60",2486377.2,4492.1
"1464",2021-09-02,"20-60",2493155.8,4511.7
"1465",2021-09-03,"20-60",2499571.1,4525.8
"1466",2021-09-04,"20-60",2504748.7,4537.7
"1467",2021-09-05,"20-60",2507056.4,4541.6
"1468",2021-09-06,"20-60",2511022.5,4550.5
"1469",2021-09-07,"20-60",2519470.9,4565.1
"1470",2021-09-08,"20-60",2527178.3,4578.1
"1471",2021-09-09,"20-60",2533823,4591
"1472",2021-09-10,"20-60",2539918.6,4600.2
"1473",2021-09-11,"20-60",2544627.2,4607
"1474",2021-09-12,"20-60",2546443.2,4611
"1475",2021-09-13,"20-60",2550103.8,4620
"1476",2021-09-14,"20-60",2557098.9,4631
"1477",2021-09-15,"20-60",2563418,4637.9
"1478",2021-09-16,"20-60",2568618.3,4647.8
"1479",2021-09-17,"20-60",2573188.3,4656.8
"1480",2021-09-18,"20-60",2576933.9,4660.7
"1481",2021-09-19,"20-60",2578451.1,4664.8
"1482",2021-09-20,"20-60",2581215.6,4666.7
"1483",2021-09-21,"20-60",2587028.9,4671.8
"1484",2021-09-22,"20-60",2592489.9,4681.7
"1485",2021-09-23,"20-60",2596924.2,4686.7
"1486",2021-09-24,"20-60",2601316.1,4689.7
"1487",2021-09-25,"20-60",2604737.9,4692.7
"1488",2021-09-26,"20-60",2606138.5,4694.7
"1489",2021-09-27,"20-60",2609140.2,4698.5
"1490",2021-09-28,"20-60",2615593.8,4714.7
"1491",2021-09-29,"20-60",2621214,4726.6
"1492",2021-09-30,"20-60",2625968.1,4736.5
"1493",2021-10-01,"20-60",2630369.1,4742.6
"1494",2021-10-02,"20-60",2633667.6,4750.5
"1495",2021-10-03,"20-60",2635212.7,4753.5
"1496",2021-10-04,"20-60",2638192.5,4760.5
"1497",2021-10-05,"20-60",2644542.3,4768.5
"1498",2021-10-06,"20-60",2650359.6,4780.5
"1499",2021-10-07,"20-60",2655508.6,4784.5
"1500",2021-10-08,"20-60",2660428.6,4792.4
"1501",2021-10-09,"20-60",2664125.7,4797.5
"1502",2021-10-10,"20-60",2665591,4802.5
"1503",2021-10-11,"20-60",2668822.5,4807.9
"1504",2021-10-12,"20-60",2675484.3,4820
"1505",2021-10-13,"20-60",2682002.4,4831.8
"1506",2021-10-14,"20-60",2688310.1,4842.9
"1507",2021-10-15,"20-60",2694599.2,4852.9
"1508",2021-10-16,"20-60",2699298.8,4855.9
"1509",2021-10-17,"20-60",2701129.9,4855.8
"1510",2021-10-18,"20-60",2705410.2,4861.9
"1511",2021-10-19,"20-60",2715839.6,4876.8
"1512",2021-10-20,"20-60",2725944,4890.8
"1513",2021-10-21,"20-60",2735314.2,4901.6
"1514",2021-10-22,"20-60",2744735.8,4915.7
"1515",2021-10-23,"20-60",2752139.7,4929.7
"1516",2021-10-24,"20-60",2755074.7,4935.7
"1517",2021-10-25,"20-60",2761399.9,4951.7
"1518",2021-10-26,"20-60",2775515,4974.1
"1519",2021-10-27,"20-60",2789651.4,4994.1
"1520",2021-10-28,"20-60",2802504.2,5015.7
"1521",2021-10-29,"20-60",2814434.2,5029.6
"1522",2021-10-30,"20-60",2823644.4,5045.6
"1523",2021-10-31,"20-60",2827710.1,5055.7
"1524",2021-11-01,"20-60",2833983.4,5068.7
"1525",2021-11-02,"20-60",2847179.5,5090.7
"1526",2021-11-03,"20-60",2866982.3,5108.6
"1527",2021-11-04,"20-60",2886774.5,5140.5
"1528",2021-11-05,"20-60",2905233.1,5157.4
"1529",2021-11-06,"20-60",2918441.4,5164.4
"1530",2021-11-07,"20-60",2924961,5173.5
"1531",2021-11-08,"20-60",2937598.9,5189.5
"1532",2021-11-09,"20-60",2961481.9,5219.5
"1533",2021-11-10,"20-60",2987126.6,5251
"1534",2021-11-11,"20-60",3012513.2,5273.9
"1535",2021-11-12,"20-60",3036529.6,5303.5
"1536",2021-11-13,"20-60",3054733.7,5331.6
"1537",2021-11-14,"20-60",3065018.5,5338.5
"1538",2021-11-15,"20-60",3082807.7,5362.5
"1539",2021-11-16,"20-60",3115047.8,5407.5
"1540",2021-11-17,"20-60",3147416.8,5445.5
"1541",2021-11-18,"20-60",3178855.1,5485.4
"1542",2021-11-19,"20-60",3210848.3,5510.4
"1543",2021-11-20,"20-60",3232829.5,5526.6
"1544",2021-11-21,"20-60",3246275.7,5544.4
"1545",2021-11-22,"20-60",3270229,5582.2
"1546",2021-11-23,"20-60",3308776.6,5636.2
"1547",2021-11-24,"20-60",3347472.4,5676.2
"1548",2021-11-25,"20-60",3384747.1,5716.6
"1549",2021-11-26,"20-60",3418194.7,5757.8
"1550",2021-11-27,"20-60",3442066.5,5782.6
"1551",2021-11-28,"20-60",3455969.6,5807.6
"1552",2021-11-29,"20-60",3479319.5,5841.7
"1553",2021-11-30,"20-60",3518112.1,5885.7
"1554",2021-12-01,"20-60",3556529.4,5927.6
"1555",2021-12-02,"20-60",3591674.7,5973.7
"1556",2021-12-03,"20-60",3624778.6,6011.6
"1557",2021-12-04,"20-60",3647262.9,6037.1
"1558",2021-12-05,"20-60",3659620.5,6052.5
"1559",2021-12-06,"20-60",3681697.4,6091.6
"1560",2021-12-07,"20-60",3718197,6132.4
"1561",2021-12-08,"20-60",3752745.8,6163.4
"1562",2021-12-09,"20-60",3781745.5,6196.4
"1563",2021-12-10,"20-60",3808002.4,6223.4
"1564",2021-12-11,"20-60",3825873.9,6246.3
"1565",2021-12-12,"20-60",3834124.9,6259.4
"1566",2021-12-13,"20-60",3850569.7,6281.3
"1567",2021-12-14,"20-60",3881827.8,6309.2
"1568",2021-12-15,"20-60",3908587.5,6333.1
"1569",2021-12-16,"20-60",3932686.4,6360.2
"1570",2021-12-17,"20-60",3954121,6383.1
"1571",2021-12-18,"20-60",3968895.3,6404.1
"1572",2021-12-19,"20-60",3975562.2,6410.1
"1573",2021-12-20,"20-60",3989901.7,6430
"1574",2021-12-21,"20-60",4015597.5,6456
"1575",2021-12-22,"20-60",4037041.6,6470
"1576",2021-12-23,"20-60",4055605.1,6487.9
"1577",2021-12-24,"20-60",4068085.1,6499.8
"1578",2021-12-25,"20-60",4074302.2,6504.8
"1579",2021-12-26,"20-60",4080573.5,6512.8
"1580",2021-12-27,"20-60",4095621.3,6523.8
"1581",2021-12-28,"20-60",4122566,6541.3
"1582",2021-12-29,"20-60",4148573.9,6554.4
"1583",2021-12-30,"20-60",4174744.9,6565.3
"1584",2021-12-31,"20-60",4193030.8,6570.4
"1585",2022-01-01,"20-60",4202208.5,6580.3
"1586",2022-01-02,"20-60",4211874.6,6587.3
"1587",2022-01-03,"20-60",4235774,6594.4
"1588",2022-01-04,"20-60",4278569.5,6607.4
"1589",2022-01-05,"20-60",4321885.8,6619.3
"1590",2022-01-06,"20-60",4359637.9,6629.5
"1591",2022-01-07,"20-60",4396740.8,6641.4
"1592",2022-01-08,"20-60",4420933.9,6652.3
"1593",2022-01-09,"20-60",4436791.1,6657.3
"1594",2022-01-10,"20-60",4471435.4,6665.2
"1595",2022-01-11,"20-60",4523488.6,6677.2
"1596",2022-01-12,"20-60",4576013.4,6687.2
"1597",2022-01-13,"20-60",4626268,6694.2
"1598",2022-01-14,"20-60",4674238.1,6698.2
"1599",2022-01-15,"20-60",4707890.5,6702.3
"1600",2022-01-16,"20-60",4729256.6,6707.2
"1601",2022-01-17,"20-60",4776878.3,6719.1
"1602",2022-01-18,"20-60",4845454,6734.1
"1603",2022-01-19,"20-60",4920405.8,6748.2
"1604",2022-01-20,"20-60",4998169.1,6757
"1605",2022-01-21,"20-60",5075778.9,6760.6
"1606",2022-01-22,"20-60",5127857.7,6769.7
"1607",2022-01-23,"20-60",5161766.6,6772.7
"1608",2022-01-24,"20-60",5236857.7,6782.2
"1609",2022-01-25,"20-60",5337753,6792.3
"1610",2022-01-26,"20-60",5440229.6,6799.7
"1611",2022-01-27,"20-60",5545640.3,6808.6
"1612",2022-01-28,"20-60",5647112.4,6815.6
"1613",2022-01-29,"20-60",5713763.8,6817.6
"1614",2022-01-30,"20-60",5754534.5,6817.6
"1615",2022-01-31,"20-60",5841168,6831.6
"1616",2022-02-01,"20-60",5966158.8,6845.7
"1617",2022-02-02,"20-60",6095830.2,6859.5
"1618",2022-02-03,"20-60",6225060.4,6865.6
"1619",2022-02-04,"20-60",6341478.7,6879.8
"1620",2022-02-05,"20-60",6414769.1,6885
"1621",2022-02-06,"20-60",6461427.4,6888
"1622",2022-02-07,"20-60",6561984.5,6898.1
"1623",2022-02-08,"20-60",6700707.1,6907.4
"1624",2022-02-09,"20-60",6837769.9,6930.4
"1625",2022-02-10,"20-60",6966386.4,6939.4
"1626",2022-02-11,"20-60",7083702.3,6946.5
"1627",2022-02-12,"20-60",7152426.2,6954.4
"1628",2022-02-13,"20-60",7195111.4,6957.4
"1629",2022-02-14,"20-60",7285872.3,6969.4
"1630",2022-02-15,"20-60",7415585.5,6988.5
"1631",2022-02-16,"20-60",7546004.5,6996.6
"1632",2022-02-17,"20-60",7669150.4,7008.6
"1633",2022-02-18,"20-60",7774910.7,7023.1
"1634",2022-02-19,"20-60",7844786.8,7026.1
"1635",2022-02-20,"20-60",7882609.5,7032
"1636",2022-02-21,"20-60",7964999.6,7046.1
"1637",2022-02-22,"20-60",8091500,7057.9
"1638",2022-02-23,"20-60",8212463.9,7065.4
"1639",2022-02-24,"20-60",8324085.8,7075.5
"1640",2022-02-25,"20-60",8424991,7078.5
"1641",2022-02-26,"20-60",8488743.5,7081.1
"1642",2022-02-27,"20-60",8521661.2,7083.1
"1643",2022-02-28,"20-60",8599454,7090
"1644",2022-03-01,"20-60",8717057,7094
"1645",2022-03-02,"20-60",8841683.3,7106.9
"1646",2022-03-03,"20-60",8972329.9,7114.9
"1647",2022-03-04,"20-60",9089997.9,7125.8
"1648",2022-03-05,"20-60",9164849.3,7132.9
"1649",2022-03-06,"20-60",9214674.6,7140.8
"1650",2022-03-07,"20-60",9315822,7150.8
"1651",2022-03-08,"20-60",9463516.6,7164.6
"1652",2022-03-09,"20-60",9620651,7178.2
"1653",2022-03-10,"20-60",9776100.8,7184.2
"1654",2022-03-11,"20-60",9923243.5,7197.2
"1655",2022-03-12,"20-60",10017988.9,7202.1
"1656",2022-03-13,"20-60",10072361.5,7205.1
"1657",2022-03-14,"20-60",10199325.4,7216.1
"1658",2022-03-15,"20-60",10369882.3,7227
"1659",2022-03-16,"20-60",10553176.2,7240.1
"1660",2022-03-17,"20-60",10730964.3,7253
"1661",2022-03-18,"20-60",10885601.3,7269.1
"1662",2022-03-19,"20-60",10971615,7270
"1663",2022-03-20,"20-60",11025621.4,7273.1
"1664",2022-03-21,"20-60",11167916.6,7295.5
"1665",2022-03-22,"20-60",11348129.6,7312
"1666",2022-03-23,"20-60",11530413.4,7320
"1667",2022-03-24,"20-60",11700512.1,7335
"1668",2022-03-25,"20-60",11846937.1,7347
"1669",2022-03-26,"20-60",11929179.7,7355
"1670",2022-03-27,"20-60",11971121,7360
"1671",2022-03-28,"20-60",12095645.2,7371.2
"1672",2022-03-29,"20-60",12258841.9,7378.1
"1673",2022-03-30,"20-60",12414338.1,7386.3
"1674",2022-03-31,"20-60",12553999.4,7398.2
"1675",2022-04-01,"20-60",12664747.5,7409.1
"1676",2022-04-02,"20-60",12720991.6,7412.1
"1677",2022-04-03,"20-60",12749614.5,7412.1
"1678",2022-04-04,"20-60",12844142.9,7428.1
"1679",2022-04-05,"20-60",12971324.5,7437.2
"1680",2022-04-06,"20-60",13085912.8,7444.2
"1681",2022-04-07,"20-60",13189123.2,7455.1
"1682",2022-04-08,"20-60",13277423,7465.1
"1683",2022-04-09,"20-60",13323941.9,7471
"1684",2022-04-10,"20-60",13350450.3,7472.9
"1685",2022-04-11,"20-60",13437462.6,7483.9
"1686",2022-04-12,"20-60",13552145.8,7495.1
"1687",2022-04-13,"20-60",13652032.2,7502
"1688",2022-04-14,"20-60",13748378.6,7512
"1689",2022-04-15,"20-60",13787518.9,7519
"1690",2022-04-16,"20-60",13820946.1,7522
"1691",2022-04-17,"20-60",13843304.3,7523
"1692",2022-04-18,"20-60",13867469.1,7524
"1693",2022-04-19,"20-60",13971299.7,7530.9
"1694",2022-04-20,"20-60",14090420.4,7536.9
"1695",2022-04-21,"20-60",14193045.7,7548
"1696",2022-04-22,"20-60",14271186.6,7560.9
"1697",2022-04-23,"20-60",14306436.1,7565.9
"1698",2022-04-24,"20-60",14323953.1,7566.9
"1699",2022-04-25,"20-60",14400733.2,7572.4
"1700",2022-04-26,"20-60",14487851.8,7578.4
"1701",2022-04-27,"20-60",14559946.7,7580.5
"1702",2022-04-28,"20-60",14619807,7585.5
"1703",2022-04-29,"20-60",14668121.5,7587.4
"1704",2022-04-30,"20-60",14688917.1,7587.5
"1705",2022-05-01,"20-60",14698630.1,7587.5
"1706",2022-05-02,"20-60",14752084.9,7596.5
"1707",2022-05-03,"20-60",14818245.6,7602.4
"1708",2022-05-04,"20-60",14873902.2,7608.5
"1709",2022-05-05,"20-60",14925063.5,7612.5
"1710",2022-05-06,"20-60",14967582,7615.4
"1711",2022-05-07,"20-60",14984261.3,7616.6
"1712",2022-05-08,"20-60",14992522.8,7617.6
"1713",2022-05-09,"20-60",15044775.7,7625.5
"1714",2022-05-10,"20-60",15103784,7628.6
"1715",2022-05-11,"20-60",15151814.2,7630.6
"1716",2022-05-12,"20-60",15192501.7,7634.6
"1717",2022-05-13,"20-60",15228403.4,7636.5
"1718",2022-05-14,"20-60",15240963,7636.6
"1719",2022-05-15,"20-60",15246953.2,7637.6
"1720",2022-05-16,"20-60",15287745,7640.7
"1721",2022-05-17,"20-60",15330255.3,7642.7
"1722",2022-05-18,"20-60",15363595.4,7643.7
"1723",2022-05-19,"20-60",15391905.3,7645.7
"1724",2022-05-20,"20-60",15417576.4,7647.8
"1725",2022-05-21,"20-60",15426333.2,7647.7
"1726",2022-05-22,"20-60",15430718,7650.7
"1727",2022-05-23,"20-60",15460435.1,7653.6
"1728",2022-05-24,"20-60",15490179.6,7658.8
"1729",2022-05-25,"20-60",15512981.8,7660.7
"1730",2022-05-26,"20-60",15518492.9,7661.6
"1731",2022-05-27,"20-60",15539925.3,7662.6
"1732",2022-05-28,"20-60",15546997,7663.6
"1733",2022-05-29,"20-60",15551260.1,7663.6
"1734",2022-05-30,"20-60",15582603,7664.6
"1735",2022-05-31,"20-60",15617691.7,7664.7
"1736",2022-06-01,"20-60",15648448.6,7665.6
"1737",2022-06-02,"20-60",15677844,7665.6
"1738",2022-06-03,"20-60",15704790.6,7667.6
"1739",2022-06-04,"20-60",15713298.7,7668.6
"1740",2022-06-05,"20-60",15718027.4,7668.5
"1741",2022-06-06,"20-60",15724189.4,7668.5
"1742",2022-06-07,"20-60",15772007.7,7674.5
"1743",2022-06-08,"20-60",15828955,7680.6
"1744",2022-06-09,"20-60",15878686.8,7682.6
